code,report_period,sleeve_ids,source_pdf,availability_status,future_annual_report_substitution_allowed,price_proxy_allowed,usable_for_exact_target
601107.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601107_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601188.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601188_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
601228.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601228_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601298.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601298_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601326.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601326_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
601326.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601326_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601333.XSHG,2013-06-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601333_XSHG_2013-06-30.pdf,needs_original_table_layout_review,False,False,False
601333.XSHG,2013-12-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601333_XSHG_2013-12-31.pdf,needs_original_table_layout_review,False,False,False
601333.XSHG,2014-06-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601333_XSHG_2014-06-30.pdf,needs_original_table_layout_review,False,False,False
601333.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601333_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601333.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601333_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601518.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601518_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
601518.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601518_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601619.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601619_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601619.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601619_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601778.XSHG,2020-09-30,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601778_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
601866.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601866_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
601872.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601872_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601880.XSHG,2014-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601880_XSHG_2014-03-31.pdf,needs_ocr_source_review,False,False,False
601880.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601880_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601919.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601919_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
601919.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601919_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601975.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601975_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601975.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601975_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601985.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601985_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
601991.XSHG,2020-03-31,utilities_electricity,v5j_pre2021_infra_original_cashflow_panel\current\pdf\601991_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
603032.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603032_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
603069.XSHG,2016-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603069_XSHG_2016-09-30.pdf,needs_original_table_layout_review,False,False,False
603069.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603069_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
603069.XSHG,2020-09-30,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603069_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
603167.XSHG,2020-03-31,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603167_XSHG_2020-03-31.pdf,genuine_disclosure_unavailable_candidate,False,False,False
603167.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603167_XSHG_2020-09-30.pdf,needs_original_table_layout_review,False,False,False
603223.XSHG,2020-03-31,highway_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603223_XSHG_2020-03-31.pdf,needs_original_table_layout_review,False,False,False
603565.XSHG,2020-09-30,port_rail_infrastructure,v5j_pre2021_infra_original_cashflow_panel\current\pdf\603565_XSHG_2020-09-30.pdf,genuine_disclosure_unavailable_candidate,False,False,False
